# step, loss_train, loss_test, metrics_test
1.300000000000000000e+04 1.151158707216382027e-03 1.121645709645235911e-05 1.219502533785998821e-03 1.135012484155595303e-03 1.121645709645235911e-05 1.219502533785998821e-03
1.400000000000000000e+04 1.099268905818462372e-03 8.598197382525540888e-06 1.095234183594584465e-03 1.086298492737114429e-03 8.598197382525540888e-06 1.095234183594584465e-03
1.500000000000000000e+04 1.075990847311913967e-03 7.666701094422023743e-06 1.010148786008358002e-03 1.067940378561615944e-03 7.666701094422023743e-06 1.010148786008358002e-03
1.600000000000000000e+04 9.068333893083035946e-04 6.156063136586453766e-06 9.030425571836531162e-04 8.886691648513078690e-04 6.156063136586453766e-06 9.030425571836531162e-04
1.700000000000000000e+04 8.598939166404306889e-04 5.799440714326919988e-06 8.231646497733891010e-04 8.445003186352550983e-04 5.799440714326919988e-06 8.231646497733891010e-04
1.800000000000000000e+04 8.170172222889959812e-04 5.362807314668316394e-06 7.563784020021557808e-04 8.028634474612772465e-04 5.362807314668316394e-06 7.563784020021557808e-04
1.900000000000000000e+04 2.775168046355247498e-03 3.507823748805094510e-06 7.190243923105299473e-04 2.644067630171775818e-03 3.507823748805094510e-06 7.190243923105299473e-04
2.000000000000000000e+04 7.420045440085232258e-04 6.760061296517960727e-06 6.429066997952759266e-04 7.301435689441859722e-04 6.760061296517960727e-06 6.429066997952759266e-04
2.000000000000000000e+04 7.420045440085232258e-04 6.760061296517960727e-06 6.429066997952759266e-04 7.301435689441859722e-04 6.760061296517960727e-06 6.429066997952759266e-04
2.100000000000000000e+04 1.576199574628844857e-04 6.340506502056086902e-07 7.592540350742638111e-05 1.576199574628844857e-04 6.340506502056086902e-07 7.592540350742638111e-05
2.200000000000000000e+04 5.979057459626346827e-05 2.005005086402888992e-07 2.138977652066387236e-05 5.979057459626346827e-05 2.005005086402888992e-07 2.138977652066387236e-05
2.300000000000000000e+04 2.877995211747474968e-05 2.148311040173211950e-07 1.172474367194809020e-05 2.877995211747474968e-05 2.148311040173211950e-07 1.172474367194809020e-05
2.400000000000000000e+04 1.991964563785586506e-05 3.716611374215972319e-08 6.409216894098790362e-06 1.991964563785586506e-05 3.716611374215972319e-08 6.409216894098790362e-06
2.500000000000000000e+04 1.377562966808909550e-05 2.561935197320508451e-08 3.167994236719096079e-06 1.377562966808909550e-05 2.561935197320508451e-08 3.167994236719096079e-06
2.600000000000000000e+04 9.343295459984801710e-06 2.454298275722521794e-08 1.556340748720685951e-06 9.343295459984801710e-06 2.454298275722521794e-08 1.556340748720685951e-06
2.660200000000000000e+04 7.743587048025801778e-06 1.015026640516225598e-08 7.636334089511365164e-07 7.744145477772690356e-06 1.015026640516225598e-08 7.636334089511365164e-07
2.660200000000000000e+04 7.239408791065216064e-03 1.015026640516225598e-08 7.636334089511365164e-07 7.744145477772690356e-06 1.015026640516225598e-08 7.636334089511365164e-07
2.700000000000000000e+04 3.974381543230265379e-04 1.641619178371911403e-07 2.953157309093512595e-05 3.324744757264852524e-04 1.641619178371911403e-07 2.953157309093512595e-05
2.800000000000000000e+04 1.179992104880511761e-04 3.412264604207848606e-08 1.316624820901779458e-05 1.117441715905442834e-04 3.412264604207848606e-08 1.316624820901779458e-05
2.900000000000000000e+04 7.201509288279339671e-05 4.438782497118154424e-08 7.939474926388356835e-06 6.995550938881933689e-05 4.438782497118154424e-08 7.939474926388356835e-06
3.000000000000000000e+04 5.890032116440124810e-05 3.921769220482929086e-08 6.350771855068160221e-06 5.686023723683319986e-05 3.921769220482929086e-08 6.350771855068160221e-06
3.000000000000000000e+04 5.890032116440124810e-05 3.921769220482929086e-08 6.350771855068160221e-06 5.686023723683319986e-05 3.921769220482929086e-08 6.350771855068160221e-06
3.100000000000000000e+04 1.243031874764710665e-05 2.807300880647289887e-08 1.158035274784197100e-06 1.243031874764710665e-05 2.807300880647289887e-08 1.158035274784197100e-06
3.154800000000000000e+04 9.779421816347166896e-06 1.502148982979178982e-08 1.025462665893428493e-06 9.743635018821805716e-06 1.502148982979178982e-08 1.025462665893428493e-06
