3.434343338012695312e+00 5.005199313163757324e-01 4.792617559432983398e-01
3.484848499298095703e+00 5.004699826240539551e-01 4.792225062847137451e-01
3.535353422164916992e+00 5.004248023033142090e-01 4.791879653930664062e-01
3.585858583450317383e+00 5.003839731216430664e-01 4.791576564311981201e-01
3.636363744735717773e+00 5.003470778465270996e-01 4.791308939456939697e-01
3.686868667602539062e+00 5.003137588500976562e-01 4.791075587272644043e-01
3.737373828887939453e+00 5.002835988998413086e-01 4.790870845317840576e-01
3.787878751754760742e+00 5.002563595771789551e-01 4.790689945220947266e-01
3.838383913040161133e+00 5.002317428588867188e-01 4.790531396865844727e-01
3.888888835906982422e+00 5.002094507217407227e-01 4.790390729904174805e-01
3.939393997192382812e+00 5.001893043518066406e-01 4.790266454219818115e-01
3.989898920059204102e+00 5.001711249351501465e-01 4.790156185626983643e-01
4.040403842926025391e+00 5.001546740531921387e-01 4.790055751800537109e-01
4.090909004211425781e+00 5.001398324966430664e-01 4.789965152740478516e-01
4.141414165496826172e+00 5.001263618469238281e-01 4.789880812168121338e-01
4.191919326782226562e+00 5.001142621040344238e-01 4.789803028106689453e-01
4.242424011230468750e+00 5.001032948493957520e-01 4.789727330207824707e-01
4.292929172515869141e+00 5.000933408737182617e-01 4.789655804634094238e-01
4.343434333801269531e+00 5.000844001770019531e-01 4.789583683013916016e-01
4.393939495086669922e+00 5.000762939453125000e-01 4.789511561393737793e-01
4.444444656372070312e+00 5.000689625740051270e-01 4.789438545703887939e-01
4.494949340820312500e+00 5.000623464584350586e-01 4.789362549781799316e-01
4.545454502105712891e+00 5.000563859939575195e-01 4.789284169673919678e-01
4.595959663391113281e+00 5.000509023666381836e-01 4.789202511310577393e-01
4.646464824676513672e+00 5.000460743904113770e-01 4.789116084575653076e-01
4.696969509124755859e+00 5.000416040420532227e-01 4.789024591445922852e-01
4.747474670410156250e+00 5.000376105308532715e-01 4.788926541805267334e-01
4.797979831695556641e+00 5.000339746475219727e-01 4.788823127746582031e-01
4.848484992980957031e+00 5.000307559967041016e-01 4.788713753223419189e-01
4.898989677429199219e+00 5.000277757644653320e-01 4.788597226142883301e-01
4.949494838714599609e+00 5.000250935554504395e-01 4.788473546504974365e-01
5.000000000000000000e+00 5.000227093696594238e-01 4.788343012332916260e-01
