# step, loss_train, loss_test, metrics_test
2.700000000000000000e+04 1.531098496343474835e-05 9.820589184528216720e-05 1.379938930767821148e-05 9.820589184528216720e-05
2.800000000000000000e+04 2.075162410619668663e-05 1.027801117743365467e-04 1.904549753817263991e-05 1.027801117743365467e-04
2.900000000000000000e+04 2.425439743092283607e-05 9.659530769567936659e-05 2.379917532380204648e-05 9.659530769567936659e-05
3.000000000000000000e+04 1.682371657807379961e-05 9.400270937476307154e-05 1.703421730780974030e-05 9.400270937476307154e-05
3.100000000000000000e+04 1.298241386393783614e-05 9.289220906794071198e-05 1.238633194589056075e-05 9.289220906794071198e-05
3.200000000000000000e+04 1.237056767422473058e-05 9.076761489268392324e-05 1.210519258165732026e-05 9.076761489268392324e-05
3.300000000000000000e+04 2.125640821759589016e-05 9.019655408337712288e-05 2.001752545766066760e-05 9.019655408337712288e-05
3.400000000000000000e+04 3.150080156046897173e-04 1.020580748445354402e-04 3.509520320221781731e-04 1.020580748445354402e-04
3.500000000000000000e+04 6.661942461505532265e-05 9.381140989717096090e-05 7.428630487993359566e-05 9.381140989717096090e-05
3.600000000000000000e+04 1.941103801073040813e-05 8.675883145770058036e-05 1.974657789105549455e-05 8.675883145770058036e-05
3.700000000000000000e+04 1.324234835919924080e-05 8.446949505014345050e-05 1.227057873620651662e-05 8.446949505014345050e-05
3.800000000000000000e+04 1.072549730452010408e-05 8.313415310112759471e-05 1.093976698030019179e-05 8.313415310112759471e-05
3.900000000000000000e+04 1.590999818290583789e-05 8.285860531032085419e-05 1.803395571187138557e-05 8.285860531032085419e-05
4.000000000000000000e+04 1.451362095394870266e-05 8.058429375523701310e-05 1.437335231457836926e-05 8.058429375523701310e-05
4.100000000000000000e+04 1.450424861104693264e-05 7.893412112025544047e-05 1.479635375289944932e-05 7.893412112025544047e-05
4.200000000000000000e+04 1.220884041686076671e-05 7.747602649033069611e-05 1.276323473575757816e-05 7.747602649033069611e-05
4.300000000000000000e+04 1.192562194773927331e-05 7.608112355228513479e-05 1.192848139908164740e-05 7.608112355228513479e-05
4.400000000000000000e+04 1.403427886543795466e-04 7.868788088671863079e-05 1.257280091522261500e-04 7.868788088671863079e-05
4.500000000000000000e+04 1.491979583079228178e-05 7.245325105031952262e-05 1.684068956819828600e-05 7.245325105031952262e-05
4.600000000000000000e+04 1.678210101090371609e-04 7.133142207749187946e-05 1.723359164316207170e-04 7.133142207749187946e-05
4.700000000000000000e+04 6.142785423435270786e-04 9.911478991853073239e-05 6.166280363686382771e-04 9.911478991853073239e-05
4.800000000000000000e+04 5.464184869197197258e-05 6.910770025569945574e-05 6.183032382978126407e-05 6.910770025569945574e-05
4.900000000000000000e+04 5.299587792251259089e-05 7.058610208332538605e-05 4.899176929029636085e-05 7.058610208332538605e-05
5.000000000000000000e+04 1.481337094446644187e-04 7.014410221017897129e-05 1.644660660531371832e-04 7.014410221017897129e-05
5.000000000000000000e+04 1.481337094446644187e-04 7.014410221017897129e-05 1.644660660531371832e-04 7.014410221017897129e-05
5.100000000000000000e+04 9.909374057315289974e-06 2.294326986884698272e-05 9.909374057315289974e-06 2.294326986884698272e-05
5.200000000000000000e+04 5.366407549445284531e-06 1.087025975721189752e-05 5.366407549445284531e-06 1.087025975721189752e-05
5.300000000000000000e+04 3.451143584243254736e-06 7.412281775032170117e-06 3.451143584243254736e-06 7.412281775032170117e-06
5.400000000000000000e+04 2.687148935365257785e-06 5.517094450624426827e-06 2.687148935365257785e-06 5.517094450624426827e-06
5.432400000000000000e+04 2.523467401260859333e-06 5.085096745460759848e-06 2.065178341581486166e-05 5.085096745460759848e-06
